Name,From,To,Distance,Price
Zumbi Dos Palmares,1197,1162,1492,3858
Zumbi Dos Palmares,1197,1181,1672,1175
Zumbi Dos Palmares,1197,1183,1914,1210
Zumbi Dos Palmares,1197,1216,467,5886
Chisinau Intl,777,1407,947,5481
Chisinau Intl,777,1933,1079,9736
Chisinau Intl,777,696,1395,7562
Chisinau Intl,777,622,2002,6996
Chisinau Intl,777,1999,1131,1112
Chisinau Intl,777,287,2586,4629
Chisinau Intl,777,703,1442,7321
Chisinau Intl,777,191,1541,3145
Chisinau Intl,777,767,661,4231
Chisinau Intl,777,1387,406,2885
Chisinau Intl,777,555,1394,1796
Chisinau Intl,777,1394,1435,6980
Chisinau Intl,777,736,3205,6501
Chisinau Intl,777,688,1559,2524
Chisinau Intl,777,747,341,3101
Chisinau Intl,777,1414,3232,9905
Chisinau Intl,777,278,2138,1700
Chisinau Intl,777,701,1286,10813
Chisinau Intl,777,700,1400,7858
Chisinau Intl,777,1943,1162,4864
Chisinau Intl,777,3187,3398,6596
Chisinau Intl,777,196,1295,10746
Chisinau Intl,777,725,939,2718
Chisinau Intl,777,702,1417,2002
Chisinau Intl,777,697,1295,10624
Skopje,778,755,1200,6130
Skopje,778,703,777,1498
Skopje,778,1011,3604,3350
Skopje,778,709,743,2489
Skopje,778,780,334,10071
Skopje,778,725,790,9831
Skopje,778,562,612,8892
Skopje,778,2176,653,4406
Skopje,778,188,1309,10594
Skopje,778,767,610,2031
Skopje,778,689,1042,1481
Skopje,778,194,1484,9761
Skopje,778,185,1620,6917
Skopje,778,209,1503,7970
Skopje,778,283,1623,729
Skopje,778,1962,1118,6407
Skopje,778,344,1888,5346
Skopje,778,204,1419,9485
Skopje,778,246,1992,1953
Skopje,778,638,1276,8432
Skopje,778,350,1623,10234
Skopje,778,347,1900,8300
Skopje,778,697,861,7994
Caye Caulker Airport,2264,3207,94,5683
Caye Caulker Airport,2264,896,36,3988
Caye Caulker Airport,2264,2156,20,9456
Caye Caulker Airport,2264,2867,35,6249
General Ignacio P Garcia Intl,816,829,1617,2589
General Ignacio P Garcia Intl,816,1689,489,6910
General Ignacio P Garcia Intl,816,807,223,5871
General Ignacio P Garcia Intl,816,809,525,5919
General Ignacio P Garcia Intl,816,805,596,4641
General Ignacio P Garcia Intl,816,810,497,5463
General Ignacio P Garcia Intl,816,815,1229,9953
General Ignacio P Garcia Intl,816,1696,881,1132
General Ignacio P Garcia Intl,816,820,425,2131
General Ignacio P Garcia Intl,816,830,1141,2003
General Ignacio P Garcia Intl,816,826,560,4498
General Ignacio P Garcia Intl,816,846,683,11055
General Ignacio P Garcia Intl,816,850,2590,1348
Sondre Stromfjord,8,294,3439,3795
Sondre Stromfjord,8,7,318,8167
Sondre Stromfjord,8,1969,247,4718
Sondre Stromfjord,8,1970,206,864
Sondre Stromfjord,8,2261,132,10858
Sondre Stromfjord,8,2257,205,1288
Sondre Stromfjord,8,2141,628,10246
Sondre Stromfjord,8,6,700,4696
Unalakleet Airport,3002,1842,631,4102
Unalakleet Airport,3002,3070,57,1352
Unalakleet Airport,3002,3069,78,2109
Unalakleet Airport,3002,1755,236,7765
Jessore,1464,1468,145,7196
Shah Mokhdum,1465,1468,192,4625
Saidpur,1466,1468,260,8126
Saidpur,1466,1465,149,7463
Osmany Intl,1467,1468,193,4228
Eastern Oregon Regional Airport,2954,1815,293,3886
Montrose Regional Airport,2952,1834,316,7388
Riverton Regional,2953,1834,475,969
Minsk 2,1397,217,740,8242
Minsk 2,1397,1407,1451,5622
Minsk 2,1397,281,1561,4531
Minsk 2,1397,367,889,9158
Minsk 2,1397,1416,2904,2753
Minsk 2,1397,1009,3948,1140
Minsk 2,1397,568,2379,7967
Minsk 2,1397,1008,2305,1334
Minsk 2,1397,673,946,5230
Minsk 2,1397,1951,1695,1271
Minsk 2,1397,626,1840,2951
Minsk 2,1397,1999,659,504
Minsk 2,1397,1947,1959,8777
Minsk 2,1397,703,1780,10523
Minsk 2,1397,191,1401,7182
Minsk 2,1397,752,1774,8073
Minsk 2,1397,1373,2221,2611
Minsk 2,1397,202,1233,5947
Minsk 2,1397,2185,2727,4718
Minsk 2,1397,767,1436,8766
Minsk 2,1397,1387,439,1845
Minsk 2,1397,1396,495,3832
Minsk 2,1397,1402,1269,1004
Minsk 2,1397,2070,1455,8973
Minsk 2,1397,1952,1683,9622
Minsk 2,1397,555,2156,9482
Minsk 2,1397,1394,672,9786
Minsk 2,1397,252,1926,4217
Minsk 2,1397,688,1657,4142
Minsk 2,1397,617,1894,3955
Minsk 2,1397,713,1033,8284
Minsk 2,1397,1943,425,6696
Minsk 2,1397,1415,2084,7794
Minsk 2,1397,188,983,5304
Minsk 2,1397,1953,1848,8970
Minsk 2,1397,715,2490,10790
Minsk 2,1397,1364,2923,1694
Minsk 2,1397,725,1027,4182
Minsk 2,1397,1946,197,2336
Minsk 2,1397,339,510,9155
Minsk 2,1397,1421,644,6522
Abakan,1398,1385,886,8375
Abakan,1398,1999,3377,8212
Abakan,1398,1421,3386,492
Abakan,1398,2198,1747,5125
Barnaul,1399,1999,2919,639
Barnaul,1399,1421,2934,454
Kemerovo,1400,1999,2996,5501
Kemerovo,1400,1421,3004,6662
Khrabrovo,1396,2675,1175,8080
Khrabrovo,1396,201,547,9367
Khrabrovo,1396,1397,495,3388
Khrabrovo,1396,1943,309,5220
Khrabrovo,1396,2644,1159,3836
Khrabrovo,1396,1420,3837,5406
Khrabrovo,1396,1387,860,853
Khrabrovo,1396,1999,1102,10042
Khrabrovo,1396,1394,797,2405
Khrabrovo,1396,1421,1069,10268
Kitoi Bay Seaplane Base,3054,3055,8,1855
Mbandaka,461,460,581,9282
Mbandaka,461,462,391,9294
Ndjili Intl,460,184,6215,6501
Ndjili Intl,460,403,1125,9893
Ndjili Intl,460,626,6046,9385
Ndjili Intl,460,395,25,2655
Ndjili Intl,460,469,1551,6177
Ndjili Intl,460,463,1208,10478
Ndjili Intl,460,470,796,7342
Ndjili Intl,460,468,1174,5562
Ndjili Intl,460,461,581,1726
Ndjili Intl,460,471,920,725
Ndjili Intl,460,2382,634,5060
Ndjili Intl,460,440,858,7509
Ndjili Intl,460,2025,2412,8062
Ndjili Intl,460,380,2767,1893
Ndjili Intl,460,767,5204,9528
Larsen Bay Airport,3049,3050,55,5944
Old Harbor Airport,3050,1716,75,9840
Akhiok Airport,3048,1716,136,3294
Amook Bay Seaplane Base,3053,3051,93,10594
Ouzinkie Airport,3051,3052,20,5511
Ouzinkie Airport,3051,1716,19,6063
Port Lions Airport,3052,1716,25,2819
Santa Maria Airport,2609,1202,245,6202
Santa Maria Airport,2609,1200,165,9150
Santa Maria Airport,2609,1223,324,5028
Waterford,291,239,365,10109
Waterford,291,241,349,10620
Alicante,564,195,1555,398
Alicante,564,191,1491,7406
Alicante,564,193,1887,1392
Alicante,564,196,1497,4857
Alicante,564,1971,317,10636
Alicante,564,200,1398,2429
Alicante,564,201,1914,5194
Alicante,564,755,1260,7724
Alicante,564,133,377,10295
Alicante,564,142,295,2428
Alicante,564,252,1430,7321
Alicante,564,239,1577,11130
Alicante,564,279,1401,4864
Alicante,564,248,1409,6967
Alicante,564,300,2226,9761
Alicante,564,302,2738,2201
Alicante,564,367,2713,10976
Alicante,564,307,2481,9183
Alicante,564,293,2071,350
Alicante,564,194,1524,7966
Alicante,564,294,2165,10567
Alicante,564,311,3522,8373
Alicante,564,342,2349,3938
Alicante,564,217,3033,4043
Alicante,564,2366,2552,6637
Alicante,564,319,2772,9797
Alicante,564,314,2571,8781
Alicante,564,229,3411,7684
Alicante,564,324,2481,1606
Alicante,564,332,2332,10707
Alicante,564,234,2942,7499
Alicante,564,329,3682,7551
Alicante,564,331,2904,1132
Alicante,564,330,2449,5107
Alicante,564,361,3158,9371
Alicante,564,287,1738,8700
Alicante,564,286,1628,398
Alicante,564,689,1180,7614
Alicante,564,696,1207,4132
Alicante,564,247,1392,6764
Alicante,564,203,1791,2751
Alicante,564,244,1465,1747
Alicante,564,184,1457,4086
Alicante,564,622,1259,6749
Alicante,564,185,1409,2299
Alicante,564,270,1975,4721
Alicante,564,283,1535,3848
Alicante,564,263,1618,6743
Alicante,564,2104,1357,7396
Alicante,564,1962,1388,3360
Alicante,564,344,2348,9542
Alicante,564,315,2378,1233
Alicante,564,204,1437,5649
Alicante,564,289,1694,3352
Alicante,564,334,2077,498
Alicante,564,335,2058,7501
Alicante,564,1944,2619,4915
Alicante,564,258,1734,10546
Alicante,564,245,1682,10365
Alicante,564,241,1680,7017
Alicante,564,282,1489,10503
Alicante,564,288,1847,9653
Alicante,564,2119,1570,6045
Alicante,564,197,1553,6201
Alicante,564,347,2601,891
Alicante,564,272,1938,4551
Alicante,564,583,838,5809
Alicante,564,290,1728,5205
Alicante,564,278,1512,2891
Alicante,564,233,3065,6938
Alicante,564,365,2665,3173
Alicante,564,352,2358,2092
Alicante,564,3225,2273,1305
Alicante,564,340,1975,1386
Alicante,564,281,1612,7606
Alicante,564,285,1568,3983
Alicante,564,568,403,2018
Alicante,564,567,591,6399
Alicante,564,243,1473,5954
Alicante,564,1999,3431,3736
Alicante,564,703,1159,2404
Alicante,564,573,180,8047
Alicante,564,477,1793,11067
Alicante,564,576,356,3700
Alicante,564,627,1183,1438
Alicante,564,236,1869,8356
Alicante,564,256,1732,2002
Alicante,564,269,1976,7052
Alicante,564,261,1864,9080
Alicante,564,309,2301,4026
Alicante,564,2019,1225,7305
Alicante,564,752,1040,3208
Alicante,564,246,1510,8603
Alicante,564,255,1480,9722
Alicante,564,479,1871,568
Alicante,564,13,3211,4492
Aarhus,292,300,100,376
Aarhus,292,368,551,4082
Aarhus,292,342,182,2331
Aarhus,292,314,434,4240
Aarhus,292,577,2458,4244
Aarhus,292,1971,1950,3939
Aarhus,292,278,837,5687
Aarhus,292,294,148,9553
Kerry,289,287,259,6255
Kerry,289,564,1694,1883
Kerry,289,728,1689,9169
Kerry,289,204,1199,651
Kerry,289,246,628,6345
Kerry,289,278,670,8063
Ireland West Knock,288,239,499,7101
Ireland West Knock,288,241,437,5956
Ireland West Knock,288,252,660,3662
Ireland West Knock,288,478,2799,4317
Ireland West Knock,288,577,1944,3697
Ireland West Knock,288,564,1847,3656
Ireland West Knock,288,244,499,4779
Ireland West Knock,288,283,996,10798
Ireland West Knock,288,263,512,7215
Ireland West Knock,288,728,1878,1858
Ireland West Knock,288,1944,2118,2805
Ireland West Knock,288,245,400,735
Ireland West Knock,288,246,611,1710
Ireland West Knock,288,278,649,409
Ireland West Knock,288,479,2941,8612
Shannon,290,577,1814,1584
Shannon,290,239,487,9446
Shannon,290,1680,4658,8859
Shannon,290,244,450,2519
Shannon,290,270,510,6655
Shannon,290,728,1744,7968
Shannon,290,1851,4959,3065
Shannon,290,254,595,1630
Shannon,290,241,451,4907
Shannon,290,478,2666,5381
Shannon,290,564,1728,7394
Shannon,290,622,852,6019
Shannon,290,1962,1455,1840
Shannon,290,474,2723,5990
Shannon,290,334,2005,571
Shannon,290,252,624,8324
Shannon,290,245,413,1408
Shannon,290,617,1559,6360
Shannon,290,593,950,6327
Shannon,290,1971,1711,445
Shannon,290,278,631,7911
Shannon,290,188,1517,8571
Shannon,290,479,2810,3364
Shannon,290,3225,1991,8344
Shannon,290,340,1775,6455
Shannon,290,1702,4981,3333
Almeria,565,1971,538,10973
Almeria,565,185,1608,9795
Almeria,565,287,1866,2476
Almeria,565,263,1778,4626
Almeria,565,2119,1772,8694
Almeria,565,278,1683,5208
Almeria,565,184,1654,4572
Almeria,565,281,1807,1970
Almeria,565,568,626,1860
Almeria,565,576,418,9315
Almeria,565,481,181,1640
Almeria,565,241,1834,6865
Almeria,565,252,1598,10090
Almeria,565,589,319,5113
Almeria,565,239,1735,8387
Rijeka,560,194,836,1233
Rijeka,560,193,992,10762
Rijeka,560,200,560,8721
Rijeka,560,347,1518,3475
Rijeka,560,254,1310,553
Rijeka,560,561,231,10199
Rijeka,560,562,130,10071
Split,561,194,1068,2361
Split,561,209,1100,4895
Split,561,195,1120,560
Split,561,202,1106,3064
Split,561,193,1213,356
Split,561,200,791,5804
Split,561,201,1027,11164
Split,561,197,774,9938
Split,561,191,932,9049
Split,561,367,1796,1311
Split,561,294,1368,6030
Split,561,217,1955,9605
Split,561,252,1500,6382
Split,561,314,1885,6996
Split,561,628,1268,4266
Split,561,285,1287,6056
Split,561,339,1020,5939
Split,561,196,639,2130
Split,561,241,1745,6769
Split,561,755,745,4779
Split,561,713,745,1148
Split,561,725,508,2003
Split,561,1933,896,5732
Split,561,780,350,5691
Split,561,626,1219,3692
Split,561,557,193,5017
Split,561,703,383,3128
Split,561,254,1534,792
Split,561,612,921,2495
Split,561,558,292,2515
Split,561,562,245,4809
Split,561,215,1859,8467
Split,561,342,1595,4227
Split,561,2019,818,8277
Split,561,752,858,2485
Split,561,239,1664,1074
Kastrup,294,298,195,5752
Kastrup,294,671,1841,1260
Kastrup,294,254,981,3778
Kastrup,294,195,620,4866
Kastrup,294,1971,1931,11201
Kastrup,294,201,342,1645
Kastrup,294,725,877,10825
Kastrup,294,281,634,9737
Kastrup,294,314,517,5072
Kastrup,294,1946,811,6296
Kastrup,294,339,667,8109
Kastrup,294,125,6287,9131
Kastrup,294,626,1005,9748
Kastrup,294,701,1125,4100
Kastrup,294,490,2926,1881
Kastrup,294,217,894,6395
Kastrup,294,703,1536,2317
Kastrup,294,1943,715,10149
Kastrup,294,191,680,9305
Kastrup,294,752,1139,10803
Kastrup,294,1627,7213,10379
Kastrup,294,297,147,9856
Kastrup,294,300,238,2180
Kastrup,294,577,2472,10342
Kastrup,294,564,2165,10371
Kastrup,294,367,547,7539
Kastrup,294,1933,2139,3052
Kastrup,294,568,1769,6403
Kastrup,294,307,681,3983
Kastrup,294,551,1803,1240
Kastrup,294,673,1017,4584
Kastrup,294,665,2398,2516
Kastrup,294,679,2025,5180
Kastrup,294,287,1245,4449
Kastrup,294,270,1004,3700
Kastrup,294,728,2586,8747
Kastrup,294,1717,7825,10186
Kastrup,294,1851,6205,4327
Kastrup,294,334,780,6723
Kastrup,294,296,233,2510
Kastrup,294,1696,9050,7832
Kastrup,294,252,986,6337
Kastrup,294,736,2474,1189
Kastrup,294,477,3805,8526
Kastrup,294,576,2060,7234
Kastrup,294,720,2200,9794
Kastrup,294,617,1385,7809
Kastrup,294,627,1039,5693
Kastrup,294,713,623,6271
Kastrup,294,706,1337,6708
Kastrup,294,491,3120,1787
Kastrup,294,561,1368,3343
Kastrup,294,188,364,3792
Kastrup,294,715,3144,9947
Kastrup,294,331,878,10548
Kastrup,294,562,1124,10360
Kastrup,294,1011,4821,5245
Kastrup,294,13,2150,979
Kastrup,294,8,3439,3795
Kastrup,294,184,755,1384
Kastrup,294,283,668,4421
Kastrup,294,707,1317,732
Kastrup,294,739,1372,2592
Kastrup,294,709,1052,1243
Kastrup,294,780,1317,9634
Kastrup,294,301,796,2687
Kastrup,294,196,810,5328
Kastrup,294,755,950,7234
Kastrup,294,521,3196,7033
Kastrup,294,215,841,9061
Kastrup,294,759,2490,9577
Kastrup,294,2176,2039,3630
Kastrup,294,1021,5430,10951
Kastrup,294,1032,4610,2954
Kastrup,294,299,1348,4022
Kastrup,294,292,148,9553
Kastrup,294,267,931,2874
Kastrup,294,302,858,337
Kastrup,294,239,1005,8829
Kastrup,294,601,1689,748
Kastrup,294,1900,8644,8487
Kastrup,294,293,220,10385
Kastrup,294,696,1236,10759
Kastrup,294,203,380,11189
Kastrup,294,1702,6223,2205
Kastrup,294,333,396,2212
Kastrup,294,342,228,677
Kastrup,294,3220,2612,9042
Kastrup,294,202,401,7761
Kastrup,294,193,280,3619
Kastrup,294,315,609,5620
Kastrup,294,1810,6556,8933
Kastrup,294,767,2011,1525
Kastrup,294,309,400,6553
Kastrup,294,258,940,9718
Kastrup,294,1394,1143,1171
Kastrup,294,692,1156,1205
Kastrup,294,370,360,5399
Kastrup,294,241,997,9753
Kastrup,294,688,1144,3753
Kastrup,294,261,911,5709
Kastrup,294,1053,8734,7574
Kastrup,294,1866,6873,9610
Kastrup,294,747,1554,9745
Kastrup,294,1945,530,8228
Kastrup,294,336,448,5079
Kastrup,294,782,1571,9925
Kastrup,294,1661,8295,7346
Kastrup,294,1693,8830,3474
Kastrup,294,1591,9968,452
Kastrup,294,200,805,8519
Kastrup,294,332,557,9167
Kastrup,294,1421,1545,2809
Kastrup,294,234,785,9520
Kastrup,294,330,422,1278
Kastrup,294,340,575,7212
Kastrup,294,244,1120,4550
Kastrup,294,2019,960,1838
Kastrup,294,278,916,8586
Kastrup,294,319,850,2609
Kastrup,294,768,2209,2654
Dubrovnik,557,194,1252,10771
Dubrovnik,557,195,1304,3605
Dubrovnik,557,202,1274,5960
Dubrovnik,557,193,1374,6355
Dubrovnik,557,200,979,7395
Dubrovnik,557,201,1172,5052
Dubrovnik,557,217,2027,11217
Dubrovnik,557,252,1693,10653
Dubrovnik,557,239,1856,6261
Dubrovnik,557,367,1901,910
Dubrovnik,557,307,2162,1739
Dubrovnik,557,314,2021,10183
Dubrovnik,557,331,2373,1145
Dubrovnik,557,330,1930,4472
Dubrovnik,557,287,2176,4215
Dubrovnik,557,184,1399,3933
Dubrovnik,557,628,1460,609
Dubrovnik,557,568,1348,8116
Dubrovnik,557,339,1086,7455
Dubrovnik,557,301,1216,6926
Dubrovnik,557,191,1116,6611
Dubrovnik,557,196,818,991
Dubrovnik,557,236,2232,5009
Dubrovnik,557,270,2150,5929
Dubrovnik,557,263,1851,2678
Dubrovnik,557,258,1930,7261
Dubrovnik,557,241,1935,7094
Dubrovnik,557,261,2005,2784
Dubrovnik,557,755,939,5810
Dubrovnik,557,725,630,6105
Dubrovnik,557,281,1482,3916
Dubrovnik,557,1933,704,1380
Dubrovnik,557,626,1413,3635
Dubrovnik,557,703,504,6095
Dubrovnik,557,558,325,3583
Dubrovnik,557,560,418,3272
Dubrovnik,557,701,575,1834
Dubrovnik,557,562,394,6296
Dubrovnik,557,627,1412,9283
Dubrovnik,557,752,1049,9189
Dubrovnik,557,278,1706,9665
Pula,559,194,834,1753
Pula,559,314,1712,10584
Pula,559,287,1742,1063
Pula,559,622,1027,8369
Pula,559,185,941,4364
Pula,559,204,753,5817
Pula,559,324,1625,10016
Pula,559,278,1274,1451
Pula,559,241,1504,1150
Pula,559,191,699,11174
Pula,559,563,142,1670
Pula,559,562,192,3229
Pula,559,1999,2058,7918
Pula,559,367,1663,7580
Osijek,558,278,1537,3528
Osijek,558,557,325,7161
Osijek,558,561,292,2515
Osijek,558,562,216,5327
Anahim Lake Airport,2266,97,391,3581
Luderitz Airport,2378,2380,241,2721
Bilbao,567,195,1148,8736
Bilbao,567,200,1112,10226
Bilbao,567,1971,628,2611
Bilbao,567,626,761,692
Bilbao,567,703,1254,5304
Bilbao,567,314,2103,9933
Bilbao,567,287,1152,4351
Bilbao,567,184,1013,572
Bilbao,567,478,1857,5944
Bilbao,567,577,748,1986
Bilbao,567,564,591,6399
Bilbao,567,281,1153,1379
Bilbao,567,568,467,9476
Bilbao,567,474,1917,4859
Bilbao,567,573,609,3693
Bilbao,567,570,443,6846
Bilbao,567,254,927,1199
Bilbao,567,477,2040,7134
Bilbao,567,576,316,8611
Bilbao,567,688,960,2595
Bilbao,567,627,727,3305
Bilbao,567,583,450,4302
Bilbao,567,589,700,4607
Bilbao,567,480,2037,5266
Bilbao,567,201,1582,6219
Bilbao,567,586,482,4010
Bilbao,567,584,469,4705
Bilbao,567,191,1149,2876
Bilbao,567,196,1269,3022
Bilbao,567,736,724,7132
Bilbao,567,767,2619,8623
Bilbao,567,752,784,5379
Bilbao,567,241,1118,1888
Bilbao,567,278,983,7962
Bilbao,567,701,1238,5712
Oranjemund Airport,2380,2057,683,2276
Ondangwa Airport,2379,2381,537,7645
Eros Airport,2381,2932,923,1679
Eros Airport,2381,3169,584,1271
Eros Airport,2381,2379,537,1290
City of Derry,238,239,458,9870
City of Derry,238,728,2004,1808
City of Derry,238,245,339,9737
City of Derry,238,272,171,2275
City of Derry,238,278,603,4674
Mare,931,930,183,6325
Flesland,307,193,796,4824
Flesland,307,254,1042,7031
Flesland,307,281,889,6978
Flesland,307,293,557,10984
Flesland,307,1943,1148,10206
Flesland,307,577,2716,3984
Flesland,307,564,2481,9183
Flesland,307,367,711,8072
Flesland,307,759,3170,6253
Flesland,307,568,2124,1396
Flesland,307,665,3069,10296
Flesland,307,294,681,3983
Flesland,307,557,2162,7225
Flesland,307,270,699,8250
Flesland,307,703,2112,7787
Flesland,307,1851,5618,7220
Flesland,307,13,1494,5032
Flesland,307,334,1461,6002
Flesland,307,252,1072,10236
Flesland,307,477,3918,3354
Flesland,307,617,1855,8165
Flesland,307,627,1300,4748
Flesland,307,314,325,8418
Flesland,307,1971,2313,1187
Flesland,307,713,1269,945
Flesland,307,332,159,5847
Flesland,307,188,1018,10008
Flesland,307,331,462,1955
Flesland,307,330,309,10752
Flesland,307,191,1162,6824
Flesland,307,299,699,7896
Flesland,307,267,549,7752
Flesland,307,302,257,10764
Flesland,307,241,896,1599
Flesland,307,333,1031,9711
Flesland,307,335,1396,3634
Flesland,307,1946,1351,5371
Flesland,307,305,676,4926
Flesland,307,306,896,10595
Flesland,307,2224,125,3244
Flesland,307,313,144,6495
Flesland,307,315,105,3308
Flesland,307,2193,215,8953
Flesland,307,309,284,6930
Flesland,307,317,342,1929
Flesland,307,319,294,2378
Flesland,307,326,273,4018
Flesland,307,2359,142,10847
Flesland,307,329,1224,10371
General Rivadeneira Airport,2612,1258,459,7872
General Rivadeneira Airport,2612,1245,347,3496
General Rivadeneira Airport,2612,1247,177,641
Leh,1484,1477,618,919
Leh,1484,1481,298,2129
Leh,1484,1486,256,6544
Lucknow,1485,1497,1565,8560
Lucknow,1485,1430,1182,611
Lucknow,1485,1477,423,4013
Lucknow,1485,1459,439,8878
Lucknow,1485,1476,463,10487
Lucknow,1485,1011,2556,546
Lucknow,1485,973,4257,8990
Lucknow,1485,978,3422,11226
Lucknow,1485,1015,2302,7002
Jammu,1481,1477,505,4324
Jammu,1481,1486,144,4019
Jammu,1481,1484,298,3990
Jammu,1481,1430,1519,2059
Kanpur,1482,1477,399,7233
Ludhiana,1483,1477,276,7441
Bahir Dar,509,506,332,3272
Bahir Dar,509,514,185,5311
Axum,508,506,571,9378
Axum,508,514,241,4759
Gambella,511,506,475,7137
Gambella,511,516,209,2801
Dire Dawa Intl,510,506,343,2936
Dire Dawa Intl,510,2071,256,1621
Dire Dawa Intl,510,3135,106,3077
Port Moresby Jacksons Intl,4,1594,2080,3878
Port Moresby Jacksons Intl,4,2238,442,5268
Port Moresby Jacksons Intl,4,0,422,3582
Port Moresby Jacksons Intl,4,2239,354,8334
Port Moresby Jacksons Intl,4,2,513,1385
Port Moresby Jacksons Intl,4,2241,563,9549
Port Moresby Jacksons Intl,4,3,322,1001
Port Moresby Jacksons Intl,4,2577,926,6695
Port Moresby Jacksons Intl,4,2246,555,5459
Port Moresby Jacksons Intl,4,2240,138,8910
Port Moresby Jacksons Intl,4,2250,802,7488
Port Moresby Jacksons Intl,4,2249,806,2675
Port Moresby Jacksons Intl,4,2579,234,1964
Port Moresby Jacksons Intl,4,2248,616,6161
Port Moresby Jacksons Intl,4,2242,750,10632
Port Moresby Jacksons Intl,4,2236,935,7521
Port Moresby Jacksons Intl,4,2126,3375,8848
Port Moresby Jacksons Intl,4,2237,452,8893
Port Moresby Jacksons Intl,4,1596,838,8404
Port Moresby Jacksons Intl,4,1932,3523,1318
Port Moresby Jacksons Intl,4,2033,1409,6108
Port Moresby Jacksons Intl,4,1469,5053,705
Port Moresby Jacksons Intl,4,2243,856,984
Port Moresby Jacksons Intl,4,1,494,9349
Port Moresby Jacksons Intl,4,2245,816,9281
Port Moresby Jacksons Intl,4,2244,535,435
Port Moresby Jacksons Intl,4,1110,3922,11163
Port Moresby Jacksons Intl,4,899,3392,4497
Port Moresby Jacksons Intl,4,1053,5054,6969
Port Moresby Jacksons Intl,4,1591,4938,4577
Port Moresby Jacksons Intl,4,1624,2743,983
Port Moresby Jacksons Intl,4,2251,992,10773
Port Moresby Jacksons Intl,4,2252,557,1089
Port Moresby Jacksons Intl,4,5,757,8629
Gondar,512,506,419,10688
Gondar,512,514,178,7410
Lalibella,514,506,332,3593
Lalibella,514,508,241,4430
Lalibella,514,512,178,8910
Jimma,513,506,262,5312
Jimma,513,507,199,389
Asosa,516,506,476,526
Makale,515,506,503,8857
Makale,515,2370,152,8961
Belfast City,237,254,503,7706
Belfast City,237,267,368,10997
Belfast City,237,239,364,9877
Belfast City,237,243,396,2626
Belfast City,237,270,217,3704
Belfast City,237,263,359,1024
Belfast City,237,279,462,537
Belfast City,237,269,166,2093
Belfast City,237,268,344,11143
Belfast City,237,258,287,3483
Belfast City,237,241,274,8977
Belfast City,237,261,272,7159
Belfast City,237,248,509,3552
Belfast City,237,577,1997,8186
Belfast City,237,728,1963,4139
Belfast City,237,252,543,883
Belfast City,237,1971,1794,6346
Belfast City,237,260,100,8965
Nea Anchialos,645,725,1107,4483
Nea Anchialos,645,185,1904,2205
Nea Anchialos,645,204,1708,10217
Nea Anchialos,645,281,2009,1396
Sihanoukville,2049,1451,313,7940
Santarem,2048,1184,296,9673
Santarem,2048,1160,712,9975
Santarem,2048,3157,242,6277
Santarem,2048,1176,588,2793
Santarem,2048,1217,206,6957
Santarem,2048,2047,5578,9279
Madeira,2047,195,2815,10807
Madeira,2047,198,3140,1037
Madeira,2047,196,2951,7921
Madeira,2047,201,3266,9201
Madeira,2047,725,3269,10598
Madeira,2047,755,2690,2930
Madeira,2047,191,2836,4110
Madeira,2047,193,3148,5283
Madeira,2047,200,2800,1286
Madeira,2047,184,2665,3122
Madeira,2047,281,2784,7219
Madeira,2047,301,2672,1705
Madeira,2047,263,2556,5774
Madeira,2047,258,2639,9419
Madeira,2047,241,2569,10363
Madeira,2047,477,544,8939
Madeira,2047,732,985,7119
Madeira,2047,713,3197,3908
Madeira,2047,736,965,5153
Madeira,2047,734,1190,499
Madeira,2047,203,3045,793
Madeira,2047,239,2506,7280
Madeira,2047,252,2455,3387
Madeira,2047,269,2747,10076
Madeira,2047,1327,5679,7073
Madeira,2047,244,2370,9841
Madeira,2047,2019,2630,9485
Madeira,2047,194,2808,8501
Madeira,2047,202,3054,7660
Madeira,2047,627,2390,4460
Barnstable Muni Boardman Polando Fld,2155,1711,49,382
Barnstable Muni Boardman Polando Fld,2155,1680,97,3438
Lhasa-Gonggar,2051,1652,1524,5299
Lhasa-Gonggar,2051,1654,1265,9627
Lhasa-Gonggar,2051,3264,1226,2128
Lhasa-Gonggar,2051,1639,1779,7177
Lhasa-Gonggar,2051,2806,1312,2012
Lhasa-Gonggar,2051,1493,571,1839
Lhasa-Gonggar,2051,1627,2625,5755
Lhasa-Gonggar,2051,2813,873,1643
Lhasa-Gonggar,2051,1641,1265,4452
Lhasa-Gonggar,2051,2833,614,3497
Lhasa-Gonggar,2051,2041,1724,4255
Lhasa-Gonggar,2051,2856,1409,10666
Lhasa-Gonggar,2051,2839,332,3958
Lhasa-Gonggar,2051,2837,1349,1198
Lhasa-Gonggar,2051,3182,1085,6195
Rurrenabaque Airport,3113,1290,242,3002
Rurrenabaque Airport,3113,1294,281,1987
Napier,2050,935,327,7428
Napier,2050,937,575,3013
Napier,2050,955,270,5525
Anadolu Airport,2933,184,2364,4476
Mahlon Sweet Fld,2053,1696,1203,3183
Mahlon Sweet Fld,2053,1815,169,2749
Mahlon Sweet Fld,2053,1735,376,8002
Mahlon Sweet Fld,2053,1719,994,7587
Mahlon Sweet Fld,2053,1834,1603,7549
Mahlon Sweet Fld,2053,2874,1562,856
Mahlon Sweet Fld,2053,1895,1125,567
